ChEMBL_ID	UniProt
CHEMBL190461	P08912
CHEMBL190461	P15207
CHEMBL190461	P21554
CHEMBL190461	Q63921
CHEMBL190461	P35354
CHEMBL190461	P33261
CHEMBL190461	P00533
CHEMBL190461	P18507
CHEMBL190461	P35348
CHEMBL190461	O43193
CHEMBL190461	P21918
CHEMBL190461	Q08499
CHEMBL190461	Q8NER1
CHEMBL190461	Q16236
CHEMBL190461	P04626
CHEMBL190461	P37288
CHEMBL190461	P21397
CHEMBL190461	P07550
CHEMBL190461	Q9Y5N1
CHEMBL190461	Q99808
CHEMBL190461	P22303
CHEMBL190461	P04150
CHEMBL190461	Q02083
CHEMBL190461	Q01959
CHEMBL190461	P29274
CHEMBL190461	P81908
CHEMBL190461	P21728
CHEMBL190461	P47870
CHEMBL190461	P47869
CHEMBL190461	P97612
CHEMBL190461	P41595
CHEMBL190461	P10635
CHEMBL190461	P43681
CHEMBL190461	P28335
CHEMBL190461	P28222
CHEMBL190461	P0DTD1
CHEMBL190461	P30536
CHEMBL190461	P04798
CHEMBL189963	P24941
CHEMBL189963	Q15375
CHEMBL189963	P08581
CHEMBL189963	P25021
CHEMBL189963	Q13131
CHEMBL189963	Q86XP3
CHEMBL189963	P08574
CHEMBL189963	P06241
CHEMBL189963	Q04912
CHEMBL189963	Q9Y5S2
CHEMBL189963	P30556
CHEMBL189963	O00764
CHEMBL189963	O43683
CHEMBL189963	P30281
CHEMBL189963	Q9Y2K2
CHEMBL189963	Q8TD08
CHEMBL189963	P32238
CHEMBL189963	P27448
CHEMBL189963	P20309
CHEMBL189963	Q96L34
CHEMBL189963	P20340
CHEMBL189963	Q7Z406
CHEMBL189963	Q08345
CHEMBL189963	Q9H0A0
CHEMBL189963	P50750
CHEMBL189963	P08588
CHEMBL189963	Q96RR4
CHEMBL189963	P62826
CHEMBL189963	P47898
CHEMBL189963	P33991
CHEMBL189963	O75909
CHEMBL189963	P0DMS8
CHEMBL189963	P22830
CHEMBL189963	Q86TW2
CHEMBL189963	P36894
CHEMBL189963	O00311
CHEMBL189963	O75385
CHEMBL189963	P42680
CHEMBL189963	Q9NQU5
CHEMBL189963	Q05655
CHEMBL189963	O76039
CHEMBL189963	P17612
CHEMBL189963	Q13882
CHEMBL189963	Q13418
CHEMBL189963	P19784
CHEMBL189963	Q8IU85
CHEMBL189963	P22002
CHEMBL189963	P41240
CHEMBL189963	Q13555
CHEMBL189963	Q06187
CHEMBL189963	P25098
CHEMBL189963	P45985
CHEMBL189963	Q16513
CHEMBL189963	P16499
CHEMBL189963	P49336
CHEMBL189963	Q14432
CHEMBL189963	P41968
CHEMBL189963	P51159
CHEMBL189963	O14965
CHEMBL189963	Q9Y6R4
CHEMBL189963	P26196
CHEMBL189963	P48730
CHEMBL189963	O43353
CHEMBL189963	P24385
CHEMBL189963	Q9UBS5
CHEMBL189963	P53667
CHEMBL189963	P08631
CHEMBL189963	P53671
CHEMBL189963	Q9Y616
CHEMBL189963	O75582
CHEMBL189963	P08172
CHEMBL189963	P49146
CHEMBL189963	Q15418
CHEMBL189963	P07333
CHEMBL189963	P29323
CHEMBL189963	P08912
CHEMBL189963	Q9P289
CHEMBL189963	O00264
CHEMBL189963	O60563
CHEMBL189963	O95382
CHEMBL189963	O14976
CHEMBL189963	P30519
CHEMBL189963	Q9HAZ1
CHEMBL189963	P51817
CHEMBL189963	Q08499
CHEMBL189963	Q96S44
CHEMBL189963	O75716
CHEMBL189963	P61026
CHEMBL189963	Q6P5Z2
CHEMBL189963	Q9Y243
CHEMBL189963	P42684
CHEMBL189963	Q96S53
CHEMBL189963	P22303
CHEMBL189963	O75460
CHEMBL189963	P51948
CHEMBL189963	P49840
CHEMBL189963	O96013
CHEMBL189963	Q15831
CHEMBL189963	P43250
CHEMBL189963	Q12851
CHEMBL189963	P54756
CHEMBL189963	P41595
CHEMBL189963	Q9UQM7
CHEMBL189963	Q8TBX8
CHEMBL189963	Q9UBN7
CHEMBL189963	P22234
CHEMBL189963	Q2M2I8
CHEMBL189963	P54819
CHEMBL189963	O95835
CHEMBL189963	Q96RG2
CHEMBL189963	O95819
CHEMBL189963	Q9P2R7
CHEMBL189963	Q6JQN1
CHEMBL189963	P46734
CHEMBL189963	P30989
CHEMBL189963	Q9BZL6
CHEMBL189963	P41145
CHEMBL189963	P08240
CHEMBL189963	P30542
CHEMBL189963	P35372
CHEMBL189963	P13861
CHEMBL189963	P43405
CHEMBL189963	P21731
CHEMBL189963	P41143
CHEMBL189963	P42685
CHEMBL189963	Q16584
CHEMBL189963	Q13233
CHEMBL189963	P08908
CHEMBL189963	Q15392
CHEMBL189963	P13945
CHEMBL189963	O00329
CHEMBL189963	O95342
CHEMBL189963	Q9BZE4
CHEMBL189963	P23443
CHEMBL189963	P11802
CHEMBL189963	Q9H2K8
CHEMBL189963	P42285
CHEMBL189963	Q00535
CHEMBL189963	P23975
CHEMBL189963	P34947
CHEMBL189963	Q6ZSR9
CHEMBL189963	Q9Y6M4
CHEMBL189963	P31689
CHEMBL189963	P25103
CHEMBL189963	Q04759
CHEMBL189963	P24530
CHEMBL189963	P43686
CHEMBL189963	P08913
CHEMBL189963	Q3MIX3
CHEMBL189963	P30518
CHEMBL189963	P50613
CHEMBL189963	P12236
CHEMBL189963	P31751
CHEMBL189963	P53779
CHEMBL189963	Q9UPZ9
CHEMBL189963	Q96PY6
CHEMBL189963	Q13557
CHEMBL189963	Q13164
CHEMBL189963	P51955
CHEMBL189963	P10275
CHEMBL189963	P36897
CHEMBL189963	O75676
CHEMBL189963	P12931
CHEMBL189963	P54764
CHEMBL189963	P11216
CHEMBL189963	P61160
CHEMBL189963	Q07002
CHEMBL189963	P62813
CHEMBL189963	P06239
CHEMBL189963	Q15759
CHEMBL189963	P46663
CHEMBL189963	Q8TD19
CHEMBL189963	P23458
CHEMBL189963	P17252
CHEMBL189963	Q14680
CHEMBL189963	Q9UBE8
CHEMBL189963	Q9Y2U5
CHEMBL189963	P11388
CHEMBL189963	Q02750
CHEMBL189963	P06400
CHEMBL189963	P32239
CHEMBL189963	P24864
CHEMBL189963	Q12809
CHEMBL189963	P45984
CHEMBL189963	P15207
CHEMBL189963	P36507
CHEMBL189963	O60313
CHEMBL189963	Q9UGJ0
CHEMBL189963	P35354
CHEMBL189963	Q5VT25
CHEMBL189963	P34998
CHEMBL189963	Q06418
CHEMBL189963	P51617
CHEMBL189963	Q99683
CHEMBL189963	O43193
CHEMBL189963	P21918
CHEMBL189963	P04899
CHEMBL189963	P06493
CHEMBL189963	P07949
CHEMBL189963	P27361
CHEMBL189963	P48546
CHEMBL189963	P15735
CHEMBL189963	P04150
CHEMBL189963	Q7KZI7
CHEMBL189963	P11274
CHEMBL189963	P21452
CHEMBL189963	P16083
CHEMBL189963	P28335
CHEMBL189963	P37173
CHEMBL189963	Q16620
CHEMBL189963	P22612
CHEMBL189963	P0DTD1
CHEMBL189963	P08069
CHEMBL189963	O15197
CHEMBL189963	Q76MJ5
CHEMBL189963	P07332
CHEMBL189963	P11229
CHEMBL189963	Q14004
CHEMBL189963	P50406
CHEMBL189963	Q9Y4K4
CHEMBL189963	Q16832
CHEMBL189963	P27815
CHEMBL189963	Q5S007
CHEMBL189963	Q92499
CHEMBL189963	O75116
CHEMBL189963	Q9UL54
CHEMBL189963	P25101
CHEMBL189963	Q16539
CHEMBL189963	P18074
CHEMBL189963	P16234
CHEMBL189963	P51956
CHEMBL189963	Q05397
CHEMBL189963	P49674
CHEMBL189963	P29376
CHEMBL189963	P51946
CHEMBL189963	P41250
CHEMBL189963	P30411
CHEMBL189963	P35462
CHEMBL189963	Q709F0
CHEMBL189963	O43293
CHEMBL189963	P61158
CHEMBL189963	Q99759
CHEMBL189963	O00571
CHEMBL189963	P28482
CHEMBL189963	O95347
CHEMBL189963	P00519
CHEMBL189963	P54760
CHEMBL189963	Q00536
CHEMBL189963	P48426
CHEMBL189963	P08173
CHEMBL189963	P52333
CHEMBL189963	Q00537
CHEMBL189963	P31153
CHEMBL189963	P35367
CHEMBL189963	Q15078
CHEMBL189963	P14416
CHEMBL189963	P03372
CHEMBL189963	O15254
CHEMBL189963	Q13188
CHEMBL189963	P32245
CHEMBL189963	Q14524
CHEMBL189963	Q9H773
CHEMBL189963	P22607
CHEMBL189963	Q13163
CHEMBL189963	P18825
CHEMBL189963	Q01813
CHEMBL189963	Q8IVH8
CHEMBL189963	P49760
CHEMBL189963	P05141
CHEMBL189963	P49841
CHEMBL189963	P05771
CHEMBL189963	Q32MK0
CHEMBL189963	Q96SW2
CHEMBL189963	P49748
CHEMBL189963	P25929
CHEMBL189963	P29597
CHEMBL189963	P48729
CHEMBL189963	Q92731
CHEMBL189963	P21554
CHEMBL189963	P22694
CHEMBL189963	Q14289
CHEMBL189963	Q9ULC5
CHEMBL189963	P00533
CHEMBL189963	Q13470
CHEMBL189963	P54619
CHEMBL189963	Q8NI60
CHEMBL189963	Q8N4C8
CHEMBL189963	P49137
CHEMBL189963	Q15569
CHEMBL189963	P35348
CHEMBL189963	P51812
CHEMBL189963	P49761
CHEMBL189963	Q15746
CHEMBL189963	P78396
CHEMBL189963	O60674
CHEMBL189963	Q13873
CHEMBL189963	P06737
CHEMBL189963	P07550
CHEMBL189963	Q99808
CHEMBL189963	Q12866
CHEMBL189963	Q9Y5N1
CHEMBL189963	Q01959
CHEMBL189963	Q07912
CHEMBL189963	Q9NSD9
CHEMBL189963	O00238
CHEMBL189963	P09619
CHEMBL189963	P10398
CHEMBL189963	P43681
CHEMBL189963	Q13705
CHEMBL189963	Q96GD4
CHEMBL189963	Q9UM73
CHEMBL189963	P35580
CHEMBL189963	Q9UHD2
CHEMBL189963	P36888
CHEMBL189963	P15056
CHEMBL189963	O14578
CHEMBL189963	Q01827
CHEMBL189963	P07947
CHEMBL189963	Q02294
CHEMBL189963	O60885
CHEMBL189963	Q00526
CHEMBL189963	P78368
CHEMBL189963	P34969
CHEMBL189963	P11309
CHEMBL189963	P04629
CHEMBL189963	P30291
CHEMBL189963	O14757
CHEMBL189963	Q5HYI8
CHEMBL189963	Q9UK32
CHEMBL189963	Q99640
CHEMBL189963	P54577
CHEMBL189963	P31645
CHEMBL189963	P14635
CHEMBL189963	P31749
CHEMBL189963	Q16288
CHEMBL189963	Q00534
CHEMBL189963	Q9NSY1
CHEMBL189963	P41743
CHEMBL189963	P52564
CHEMBL189963	P29317
CHEMBL189963	Q9UHD8
CHEMBL189963	Q15208
CHEMBL189963	Q6PHR2
CHEMBL189963	Q7L7X3
CHEMBL189963	P46098
CHEMBL189963	P49759
CHEMBL189963	P47871
CHEMBL189963	P21917
CHEMBL189963	Q7RTN6
CHEMBL189963	P35439
CHEMBL189963	P30279
CHEMBL189963	P55201
CHEMBL189963	P20248
CHEMBL189963	Q9H093
CHEMBL189963	P36896
CHEMBL189963	P35968
CHEMBL189963	Q04771
CHEMBL189963	Q9H2G2
CHEMBL189963	Q58FF8
CHEMBL189963	Q92847
CHEMBL189963	Q9NYV4
CHEMBL189963	Q9UKE5
CHEMBL189963	Q8IW41
CHEMBL189963	Q9P0J0
CHEMBL189963	Q14164
CHEMBL189963	P06401
CHEMBL189963	P17948
CHEMBL189963	P28223
CHEMBL189963	Q9HCP0
CHEMBL189963	P27707
CHEMBL189963	P18089
CHEMBL189963	Q9Y2H1
CHEMBL189963	Q9Y6E0
CHEMBL189963	O94806
CHEMBL189963	Q92918
CHEMBL189963	O15164
CHEMBL189963	Q13976
CHEMBL189963	P00734
CHEMBL189963	Q6DT37
CHEMBL189963	Q9NSE4
CHEMBL189963	Q63921
CHEMBL189963	P11362
CHEMBL189963	Q9NWZ3
CHEMBL189963	O75643
CHEMBL189963	P07948
CHEMBL189963	P06213
CHEMBL189963	P16591
CHEMBL189963	Q9P1W9
CHEMBL189963	Q13464
CHEMBL189963	P49585
CHEMBL189963	P37288
CHEMBL189963	P21397
CHEMBL189963	Q16566
CHEMBL189963	O60285
CHEMBL189963	P49411
CHEMBL189963	Q9Y463
CHEMBL189963	Q02880
CHEMBL189963	Q9NYL2
CHEMBL189963	P55263
CHEMBL189963	P29274
CHEMBL189963	P23219
CHEMBL189963	P21728
CHEMBL189963	P54753
CHEMBL189963	Q16512
CHEMBL189963	Q13043
CHEMBL189963	Q9BQI3
CHEMBL189963	O94804
CHEMBL189963	Q13627
CHEMBL189963	P45983
CHEMBL189963	Q9NU22
CHEMBL189963	Q9Y572
CHEMBL189963	Q9H0K1
CHEMBL189963	O00444
CHEMBL262135	P35346
CHEMBL262135	P30872
CHEMBL262135	P31391
CHEMBL262135	P30874
CHEMBL262135	P32745
CHEMBL426084	P35372
CHEMBL426084	P41143
CHEMBL426084	P41145
CHEMBL197084	P35439
CHEMBL197084	Q62645
CHEMBL197084	Q9R1M7
CHEMBL197084	Q00961
CHEMBL197084	Q00960
CHEMBL197084	Q8VHN2
CHEMBL197084	Q00959
CHEMBL363392	Q12908
CHEMBL370805	P11229
CHEMBL370805	P25021
CHEMBL370805	P31652
CHEMBL370805	P14867
CHEMBL370805	Q9R1M7
CHEMBL370805	P30556
CHEMBL370805	P25101
CHEMBL370805	P41145
CHEMBL370805	P30542
CHEMBL370805	Q8N1C3
CHEMBL370805	P35372
CHEMBL370805	Q62645
CHEMBL370805	P08482
CHEMBL370805	P32238
CHEMBL370805	O75469
CHEMBL370805	P21731
CHEMBL370805	P23141
CHEMBL370805	Q16445
CHEMBL370805	P20309
CHEMBL370805	P41143
CHEMBL370805	Q99928
CHEMBL370805	P31645
CHEMBL370805	P08908
CHEMBL370805	P08588
CHEMBL370805	P23977
CHEMBL370805	P78334
CHEMBL370805	P30411
CHEMBL370805	P35462
CHEMBL370805	Q00960
CHEMBL370805	P0DMS8
CHEMBL370805	P35498
CHEMBL370805	P46098
CHEMBL370805	P23975
CHEMBL370805	Q8VHN2
CHEMBL370805	P35439
CHEMBL370805	Q9UN88
CHEMBL370805	Q9NY46
CHEMBL370805	Q63380
CHEMBL370805	P08913
CHEMBL370805	P30518
CHEMBL370805	Q92847
CHEMBL370805	P22002
CHEMBL370805	P35367
CHEMBL370805	Q9R0W2
CHEMBL370805	P14416
CHEMBL370805	P03372
CHEMBL370805	Q14432
CHEMBL370805	P41968
CHEMBL370805	P48169
CHEMBL370805	Q99720
CHEMBL370805	Q61327
CHEMBL370805	P06401
CHEMBL370805	P62813
CHEMBL370805	P18825
CHEMBL370805	P28223
CHEMBL370805	P18089
CHEMBL370805	Q9GJT6
CHEMBL370805	P34903
CHEMBL370805	Q00961
CHEMBL370805	P25929
CHEMBL370805	P32239
CHEMBL370805	P08172
CHEMBL370805	Q12809
CHEMBL370805	P18505
CHEMBL370805	P15207
CHEMBL370805	P21554
CHEMBL370805	P28472
CHEMBL370805	P27922
CHEMBL370805	Q63921
CHEMBL370805	P31648
CHEMBL370805	P35354
CHEMBL370805	O00591
CHEMBL370805	Q00959
CHEMBL370805	P18507
CHEMBL370805	O14764
CHEMBL370805	Q60492
CHEMBL370805	P35348
CHEMBL370805	O43193
CHEMBL370805	Q08499
CHEMBL370805	P37288
CHEMBL370805	P21397
CHEMBL370805	P07550
CHEMBL370805	Q9Y5N1
CHEMBL370805	Q99808
CHEMBL370805	Q01959
CHEMBL370805	P04150
CHEMBL370805	P29274
CHEMBL370805	P21728
CHEMBL370805	P47870
CHEMBL370805	P47869
CHEMBL370805	P41595
CHEMBL370805	P43681
CHEMBL370805	Q9WTR4
CHEMBL370805	P28335
CHEMBL370805	P31644
CHEMBL370805	Q99250
CHEMBL206253	P21453
CHEMBL206253	P43220
CHEMBL206253	P24941
CHEMBL206253	Q5T601
CHEMBL206253	O14965
CHEMBL206253	Q5NUL3
CHEMBL206253	P48730
CHEMBL206253	P22607
CHEMBL206253	P49238
CHEMBL206253	P21730
CHEMBL206253	P25090
CHEMBL206253	O60885
CHEMBL206253	Q9HC97
CHEMBL206253	P28482
CHEMBL206253	P30556
CHEMBL206253	P00519
CHEMBL206253	P07550
CHEMBL206253	Q8TDV5
CHEMBL206253	P49841
CHEMBL206253	P25103
CHEMBL206253	P35414
CHEMBL206253	P55201
CHEMBL206253	P08913
CHEMBL206253	O15164
CHEMBL206253	Q9UBN7
CHEMBL206253	P0DTD1
CHEMBL207538	Q9UNA4
CHEMBL207538	P30191
CHEMBL207538	Q9Y253
CHEMBL207538	P14867
CHEMBL207538	Q06278
CHEMBL207538	P63138
CHEMBL207538	A2AMW3
CHEMBL207538	P26048
CHEMBL207538	Q8N1C3
CHEMBL207538	P23576
CHEMBL207538	P16662
CHEMBL207538	Q8BHJ7
CHEMBL207538	Q91ZM7
CHEMBL207538	P22300
CHEMBL207538	Q16445
CHEMBL207538	Q99928
CHEMBL207538	Q13526
CHEMBL207538	P78334
CHEMBL207538	P02545
CHEMBL207538	P28471
CHEMBL207538	P28473
CHEMBL207538	Q6W5P4
CHEMBL207538	O35627
CHEMBL207538	P23574
CHEMBL207538	Q9JLF1
CHEMBL207538	P20237
CHEMBL207538	P26049
CHEMBL207538	O09028
CHEMBL207538	Q9R0Y8
CHEMBL207538	P62812
CHEMBL207538	Q9UN88
CHEMBL207538	P49798
CHEMBL207538	P10064
CHEMBL207538	P50571
CHEMBL207538	Q9D6F4
CHEMBL207538	P08220
CHEMBL207538	P18506
CHEMBL207538	P48169
CHEMBL207538	P18508
CHEMBL207538	P62813
CHEMBL207538	P63080
CHEMBL207538	O75496
CHEMBL207538	P34903
CHEMBL207538	Q9Y6L6
CHEMBL207538	P08219
CHEMBL207538	P54132
CHEMBL207538	P18505
CHEMBL207538	P28472
CHEMBL207538	Q8QZW7
CHEMBL207538	Q03164
CHEMBL207538	Q96KQ7
CHEMBL207538	O75795
CHEMBL207538	P10063
CHEMBL207538	P22723
CHEMBL207538	P16305
CHEMBL207538	O00591
CHEMBL207538	P22933
CHEMBL207538	P18507
CHEMBL207538	O14764
CHEMBL207538	P27681
CHEMBL207538	Q01453
CHEMBL207538	P63079
CHEMBL207538	P15431
CHEMBL207538	P11413
CHEMBL207538	Q9NPD5
CHEMBL207538	O15648
CHEMBL207538	P21728
CHEMBL207538	P47870
CHEMBL207538	P47869
CHEMBL207538	Q9ES14
CHEMBL207538	O00255
CHEMBL207538	P06133
CHEMBL207538	Q9UBN7
CHEMBL207538	P20236
CHEMBL207538	P0DTD1
CHEMBL207538	P31644
CHEMBL207538	P19969
CHEMBL211456	Q14432
CHEMBL211456	P41968
CHEMBL211456	P32245
CHEMBL211456	Q63921
CHEMBL211456	P11229
CHEMBL211456	P30411
CHEMBL211456	P35462
CHEMBL211456	P35354
CHEMBL211456	P13945
CHEMBL211456	Q14524
CHEMBL211456	P34998
CHEMBL211456	P06401
CHEMBL211456	P62813
CHEMBL211456	P21554
CHEMBL211456	P25021
CHEMBL211456	P0DMS8
CHEMBL211456	P18825
CHEMBL211456	P35348
CHEMBL211456	O43193
CHEMBL211456	P46098
CHEMBL211456	Q02294
CHEMBL211456	P23975
CHEMBL211456	P46663
CHEMBL211456	Q08499
CHEMBL211456	P28223
CHEMBL211456	P30989
CHEMBL211456	P37288
CHEMBL211456	P18089
CHEMBL211456	P21397
CHEMBL211456	P30556
CHEMBL211456	P25101
CHEMBL211456	P47871
CHEMBL211456	P41145
CHEMBL211456	P07550
CHEMBL211456	P21917
CHEMBL211456	Q99808
CHEMBL211456	P30542
CHEMBL211456	P48546
CHEMBL211456	P04150
CHEMBL211456	Q01959
CHEMBL211456	P25103
CHEMBL211456	P35439
CHEMBL211456	P35372
CHEMBL211456	Q9Y5N1
CHEMBL211456	P24530
CHEMBL211456	P29274
CHEMBL211456	Q8TDS4
CHEMBL211456	P21728
CHEMBL211456	P32238
CHEMBL211456	P08913
CHEMBL211456	Q92835
CHEMBL211456	P25929
CHEMBL211456	P21731
CHEMBL211456	P30518
CHEMBL211456	P41595
CHEMBL211456	P20309
CHEMBL211456	Q92847
CHEMBL211456	P41143
CHEMBL211456	P43681
CHEMBL211456	P22002
CHEMBL211456	P28335
CHEMBL211456	P31645
CHEMBL211456	P32239
CHEMBL211456	P08908
CHEMBL211456	P08172
CHEMBL211456	P49146
CHEMBL211456	Q9UBN7
CHEMBL211456	P35367
CHEMBL211456	Q92731
CHEMBL211456	Q12809
CHEMBL211456	P14416
CHEMBL211456	P03372
CHEMBL211456	Q13324
CHEMBL211456	P08588
CHEMBL211456	P15207
CHEMBL211456	O15357
CHEMBL443052	Q14432
CHEMBL443052	P11229
CHEMBL443052	P35462
CHEMBL443052	P00918
CHEMBL443052	P29990
CHEMBL443052	P06401
CHEMBL443052	P18507
CHEMBL443052	P0DMS8
CHEMBL443052	P27815
CHEMBL443052	P35348
CHEMBL443052	P14867
CHEMBL443052	P23975
CHEMBL443052	P21397
CHEMBL443052	Q9Y5N1
CHEMBL443052	P35372
CHEMBL443052	P22303
CHEMBL443052	Q01959
CHEMBL443052	Q8R4B8
CHEMBL443052	P23219
CHEMBL443052	P00915
CHEMBL443052	P21728
CHEMBL443052	P35968
CHEMBL443052	P08913
CHEMBL443052	P47870
CHEMBL443052	P47869
CHEMBL443052	P21731
CHEMBL443052	P41595
CHEMBL443052	P00734
CHEMBL443052	Q3I4V7
CHEMBL443052	P31645
CHEMBL443052	P08908
CHEMBL443052	P08172
CHEMBL443052	P26637
CHEMBL443052	Q9UBN7
CHEMBL443052	P0DTD1
CHEMBL443052	Q12809
CHEMBL443052	Q6FTL6
CHEMBL443052	P03372
CHEMBL443052	P10275
CHEMBL218650	P11712
CHEMBL218650	P11229
CHEMBL218650	P25021
CHEMBL218650	P27815
CHEMBL218650	P30989
CHEMBL218650	Q02294
CHEMBL218650	P30556
CHEMBL218650	P25101
CHEMBL218650	P41145
CHEMBL218650	P30542
CHEMBL218650	P35372
CHEMBL218650	P32238
CHEMBL218650	P21731
CHEMBL218650	P41143
CHEMBL218650	P31645
CHEMBL218650	P08908
CHEMBL218650	P08588
CHEMBL218650	P30411
CHEMBL218650	P35462
CHEMBL218650	P13945
CHEMBL218650	P0DMS8
CHEMBL218650	P22830
CHEMBL218650	P46098
CHEMBL218650	P23975
CHEMBL218650	P05177
CHEMBL218650	P08684
CHEMBL218650	P47871
CHEMBL218650	P21917
CHEMBL218650	P25103
CHEMBL218650	P35439
CHEMBL218650	P11509
CHEMBL218650	P24530
CHEMBL218650	P20813
CHEMBL218650	P08913
CHEMBL218650	P30518
CHEMBL218650	Q92847
CHEMBL218650	P22002
CHEMBL218650	P35367
CHEMBL218650	P14416
CHEMBL218650	P03372
CHEMBL218650	P10275
CHEMBL218650	Q14432
CHEMBL218650	P41968
CHEMBL218650	P32245
CHEMBL218650	P08397
CHEMBL218650	P10632
CHEMBL218650	P06401
CHEMBL218650	P62813
CHEMBL218650	P18825
CHEMBL218650	P05181
CHEMBL218650	P46663
CHEMBL218650	P28223
CHEMBL218650	P18089
CHEMBL218650	P25929
CHEMBL218650	P00734
CHEMBL218650	P32239
CHEMBL218650	Q92731
CHEMBL218650	P08172
CHEMBL218650	P49146
CHEMBL218650	Q12809
CHEMBL218650	P21554
CHEMBL218650	P15207
CHEMBL218650	Q63921
CHEMBL218650	P35354
CHEMBL218650	P34998
CHEMBL218650	P33261
CHEMBL218650	P35348
CHEMBL218650	O43193
CHEMBL218650	Q08499
CHEMBL218650	P37288
CHEMBL218650	P21397
CHEMBL218650	P48546
CHEMBL218650	P07550
CHEMBL218650	Q9Y5N1
CHEMBL218650	P04150
CHEMBL218650	P22303
CHEMBL218650	Q01959
CHEMBL218650	P23219
CHEMBL218650	P21728
CHEMBL218650	P41595
CHEMBL218650	P10635
CHEMBL218650	P43681
CHEMBL218650	P28335
CHEMBL218650	Q9UBN7
CHEMBL218650	P0DTD1
CHEMBL218650	P04798
CHEMBL218650	Q13324
CHEMBL373742	P30559
CHEMBL373742	Q14432
CHEMBL373742	P48044
CHEMBL373742	P32307
CHEMBL373742	P11229
CHEMBL373742	Q63120
CHEMBL373742	P35462
CHEMBL373742	O95342
CHEMBL373742	P30560
CHEMBL373742	P70536
CHEMBL373742	P62813
CHEMBL373742	P06401
CHEMBL373742	O15439
CHEMBL373742	P0DMS8
CHEMBL373742	P27815
CHEMBL373742	P47901
CHEMBL373742	Q92887
CHEMBL373742	P35348
CHEMBL373742	P23975
CHEMBL373742	O15438
CHEMBL373742	P37288
CHEMBL373742	P21397
CHEMBL373742	Q9Y5N1
CHEMBL373742	P30542
CHEMBL373742	P35372
CHEMBL373742	P22303
CHEMBL373742	Q01959
CHEMBL373742	P25094
CHEMBL373742	P23219
CHEMBL373742	P21728
CHEMBL373742	P35968
CHEMBL373742	P08913
CHEMBL373742	P21731
CHEMBL373742	P30518
CHEMBL373742	P41595
CHEMBL373742	P00734
CHEMBL373742	Q00788
CHEMBL373742	P31645
CHEMBL373742	P08908
CHEMBL373742	P08172
CHEMBL373742	Q12809
CHEMBL373742	P03372
CHEMBL373742	P10275
CHEMBL373742	P11473
CHEMBL373742	P48974
CHEMBL227875	P11229
CHEMBL227875	P50406
CHEMBL227875	P25021
CHEMBL227875	P27815
CHEMBL227875	P30989
CHEMBL227875	Q02294
CHEMBL227875	P30556
CHEMBL227875	P25101
CHEMBL227875	P41145
CHEMBL227875	P30542
CHEMBL227875	P35372
CHEMBL227875	P34969
CHEMBL227875	P32238
CHEMBL227875	P21731
CHEMBL227875	P20309
CHEMBL227875	P41143
CHEMBL227875	P31645
CHEMBL227875	P08908
CHEMBL227875	P24462
CHEMBL227875	P08588
CHEMBL227875	P30411
CHEMBL227875	P35462
CHEMBL227875	P13945
CHEMBL227875	P0DMS8
CHEMBL227875	P22830
CHEMBL227875	P46098
CHEMBL227875	P23975
CHEMBL227875	P08684
CHEMBL227875	P47871
CHEMBL227875	P25103
CHEMBL227875	P35439
CHEMBL227875	Q9HB55
CHEMBL227875	P24530
CHEMBL227875	P08913
CHEMBL227875	P30518
CHEMBL227875	Q92847
CHEMBL227875	P22002
CHEMBL227875	P35367
CHEMBL227875	P14416
CHEMBL227875	P03372
CHEMBL227875	P10275
CHEMBL227875	Q14432
CHEMBL227875	P41968
CHEMBL227875	P32245
CHEMBL227875	P08397
CHEMBL227875	P06401
CHEMBL227875	P20815
CHEMBL227875	P62813
CHEMBL227875	P18825
CHEMBL227875	P46663
CHEMBL227875	P28223
CHEMBL227875	P18089
CHEMBL227875	P25929
CHEMBL227875	P00734
CHEMBL227875	P32239
CHEMBL227875	P08172
CHEMBL227875	P49146
CHEMBL227875	Q12809
CHEMBL227875	P21554
CHEMBL227875	P35348
CHEMBL227875	O43193
CHEMBL227875	Q08499
CHEMBL227875	P37288
CHEMBL227875	P21397
CHEMBL227875	P9WP15
CHEMBL227875	P07550
CHEMBL227875	Q9Y5N1
CHEMBL227875	Q99808
CHEMBL227875	P22303
CHEMBL227875	Q01959
CHEMBL227875	P29274
CHEMBL227875	P23219
CHEMBL227875	P21728
CHEMBL227875	P41595
CHEMBL227875	P28335
CHEMBL227875	Q9UBN7
CHEMBL227875	P0DTD1
CHEMBL396778	Q96SQ9
CHEMBL396778	P11712
CHEMBL396778	P50406
CHEMBL396778	P33261
CHEMBL396778	P10632
CHEMBL396778	P19643
CHEMBL396778	P24462
CHEMBL396778	P20815
CHEMBL396778	P33260
CHEMBL396778	Q6VVX0
CHEMBL396778	P98187
CHEMBL396778	O42275
CHEMBL396778	P05181
CHEMBL396778	Q16678
CHEMBL396778	P05177
CHEMBL396778	P27338
CHEMBL396778	Q7Z449
CHEMBL396778	P13584
CHEMBL396778	P21397
CHEMBL396778	P08684
CHEMBL396778	Q9Y5N1
CHEMBL396778	P20853
CHEMBL396778	P22303
CHEMBL396778	P24903
CHEMBL396778	Q08477
CHEMBL396778	P11509
CHEMBL396778	P81908
CHEMBL396778	P20813
CHEMBL396778	Q9HB55
CHEMBL396778	P51589
