ChEMBL_ID	UniProt
CHEMBL306700	P08908
CHEMBL306700	P08588
CHEMBL306700	P23977
CHEMBL306700	P47898
CHEMBL306700	P30411
CHEMBL306700	P35462
CHEMBL306700	P13945
CHEMBL306700	Q00960
CHEMBL306700	P0DMS8
CHEMBL306700	P46098
CHEMBL306700	P23975
CHEMBL306700	Q8VHN2
CHEMBL306700	P47871
CHEMBL306700	P21917
CHEMBL306700	P25103
CHEMBL306700	P35439
CHEMBL306700	P24530
CHEMBL306700	P35968
CHEMBL306700	P08173
CHEMBL306700	P08913
CHEMBL306700	P30518
CHEMBL306700	Q92847
CHEMBL306700	P22002
CHEMBL306700	P35367
CHEMBL306700	P14416
CHEMBL306700	P03372
CHEMBL306700	P10275
CHEMBL306700	P16499
CHEMBL306700	Q14432
CHEMBL306700	P41968
CHEMBL306700	P32245
CHEMBL306700	P06401
CHEMBL306700	P62813
CHEMBL306700	P18825
CHEMBL306700	P46663
CHEMBL306700	P28223
CHEMBL306700	P18089
CHEMBL306700	Q9UBS5
CHEMBL306700	Q00961
CHEMBL306700	P25929
CHEMBL306700	P00734
CHEMBL306700	P32239
CHEMBL306700	Q92731
CHEMBL306700	P08172
CHEMBL306700	P49146
CHEMBL306700	Q12809
CHEMBL306700	P08912
CHEMBL306700	P15207
CHEMBL306700	P21554
CHEMBL306700	Q63921
CHEMBL306700	P35354
CHEMBL306700	P34998
CHEMBL306700	Q00959
CHEMBL306700	P18507
CHEMBL306700	P35348
CHEMBL306700	O43193
CHEMBL306700	P21918
CHEMBL306700	Q08499
CHEMBL306700	P37288
CHEMBL306700	P21397
CHEMBL306700	P48546
CHEMBL306700	P07550
CHEMBL306700	Q9Y5N1
CHEMBL306700	Q99808
CHEMBL306700	P22303
CHEMBL306700	P04150
CHEMBL306700	Q01959
CHEMBL306700	P29274
CHEMBL306700	P23219
CHEMBL306700	P21728
CHEMBL306700	P47870
CHEMBL306700	P47869
CHEMBL306700	P21452
CHEMBL306700	P41595
CHEMBL306700	P43681
CHEMBL306700	P28335
CHEMBL306700	Q9WTR4
CHEMBL306700	Q9UBN7
CHEMBL306700	Q13324
CHEMBL87493	P11229
CHEMBL87493	P25021
CHEMBL87493	P31652
CHEMBL87493	Q01827
CHEMBL87493	P30989
CHEMBL87493	Q02294
CHEMBL87493	P30556
CHEMBL87493	P25101
CHEMBL87493	P41145
CHEMBL87493	P30542
CHEMBL87493	P35372
CHEMBL87493	P32238
CHEMBL87493	P21731
CHEMBL87493	P20309
CHEMBL87493	P41143
CHEMBL87493	P31645
CHEMBL87493	P08908
CHEMBL87493	P08588
CHEMBL87493	P02545
CHEMBL87493	P30411
CHEMBL87493	P35462
CHEMBL87493	P13945
CHEMBL87493	P0DMS8
CHEMBL87493	P46098
CHEMBL87493	P23975
CHEMBL87493	P47871
CHEMBL87493	P21917
CHEMBL87493	P25103
CHEMBL87493	P35439
CHEMBL87493	P24530
CHEMBL87493	P08913
CHEMBL87493	P30518
CHEMBL87493	Q92847
CHEMBL87493	P22002
CHEMBL87493	P35367
CHEMBL87493	P14416
CHEMBL87493	P03372
CHEMBL87493	Q14432
CHEMBL87493	P41968
CHEMBL87493	P32245
CHEMBL87493	P06401
CHEMBL87493	P62813
CHEMBL87493	P18825
CHEMBL87493	P46663
CHEMBL87493	P28223
CHEMBL87493	P18089
CHEMBL87493	Q9UBS5
CHEMBL87493	P25929
CHEMBL87493	P32239
CHEMBL87493	Q92731
CHEMBL87493	P08172
CHEMBL87493	P49146
CHEMBL87493	Q12809
CHEMBL87493	P21554
CHEMBL87493	P15207
CHEMBL87493	Q96KQ7
CHEMBL87493	Q63921
CHEMBL87493	P35354
CHEMBL87493	P34998
CHEMBL87493	P35348
CHEMBL87493	O43193
CHEMBL87493	Q08499
CHEMBL87493	P37288
CHEMBL87493	P21397
CHEMBL87493	P48546
CHEMBL87493	P07550
CHEMBL87493	Q9Y5N1
CHEMBL87493	Q99808
CHEMBL87493	P04150
CHEMBL87493	Q01959
CHEMBL87493	P29274
CHEMBL87493	P21728
CHEMBL87493	P41595
CHEMBL87493	P43681
CHEMBL87493	P28335
CHEMBL87493	Q13324
CHEMBL87493	P10636
CHEMBL90593	P37840
CHEMBL90593	Q96KQ7
CHEMBL90593	Q03164
CHEMBL90593	P54855
CHEMBL90593	O75795
CHEMBL90593	P02545
CHEMBL90593	O00204
CHEMBL90593	P49888
CHEMBL90593	O35627
CHEMBL90593	O94782
CHEMBL90593	Q8TDU6
CHEMBL90593	Q01453
CHEMBL90593	P08684
CHEMBL90593	Q194T2
CHEMBL90593	P70502
CHEMBL90593	Q9NUW8
CHEMBL90593	P27695
CHEMBL90593	P11413
CHEMBL90593	P25094
CHEMBL90593	P56937
CHEMBL90593	P83916
CHEMBL90593	Q9UHC9
CHEMBL90593	Q06520
CHEMBL90593	P08185
CHEMBL90593	P21396
CHEMBL90593	P04278
CHEMBL90593	O00255
CHEMBL90593	Q13148
CHEMBL90593	Q9GRG7
CHEMBL90593	P0DTD1
CHEMBL90593	P22310
CHEMBL90593	P08236
CHEMBL90593	P11473
CHEMBL90593	Q9Y6A2
CHEMBL110458	P11712
CHEMBL110458	Q03164
CHEMBL110458	Q14432
CHEMBL110458	Q653V7
CHEMBL110458	P11229
CHEMBL110458	P04066
CHEMBL110458	P35462
CHEMBL110458	P10253
CHEMBL110458	P16278
CHEMBL110458	O95342
CHEMBL110458	Q16739
CHEMBL110458	P10482
CHEMBL110458	P33261
CHEMBL110458	P06280
CHEMBL110458	P04062
CHEMBL110458	P62813
CHEMBL110458	P06401
CHEMBL110458	Q42656
CHEMBL110458	Q14697
CHEMBL110458	P0DMS8
CHEMBL110458	P27815
CHEMBL110458	P35348
CHEMBL110458	Q01827
CHEMBL110458	P09848
CHEMBL110458	P23975
CHEMBL110458	P05177
CHEMBL110458	Q9H227
CHEMBL110458	P21397
CHEMBL110458	P08684
CHEMBL110458	P03372
CHEMBL110458	Q02401
CHEMBL110458	P23739
CHEMBL110458	Q9Y5N1
CHEMBL110458	P30542
CHEMBL110458	P27695
CHEMBL110458	P22303
CHEMBL110458	P35372
CHEMBL110458	Q01959
CHEMBL110458	Q4FZV0
CHEMBL110458	Q2KIM0
CHEMBL110458	P23219
CHEMBL110458	P21728
CHEMBL110458	Q9UUZ4
CHEMBL110458	P35968
CHEMBL110458	I3LIR5
CHEMBL110458	P08913
CHEMBL110458	O00462
CHEMBL110458	P21731
CHEMBL110458	Q8VNN2
CHEMBL110458	P41595
CHEMBL110458	O00754
CHEMBL110458	P16050
CHEMBL110458	O00255
CHEMBL110458	P10635
CHEMBL110458	P14410
CHEMBL110458	P00734
CHEMBL110458	Q9SEH8
CHEMBL110458	P31645
CHEMBL110458	P35573
CHEMBL110458	P08908
CHEMBL110458	P08172
CHEMBL110458	D3ZUM4
CHEMBL110458	Q59750
CHEMBL110458	Q9Y2E5
CHEMBL110458	Q12809
CHEMBL110458	Q9HCG7
CHEMBL110458	O43451
CHEMBL110458	Q9LGC6
CHEMBL110458	Q58D55
CHEMBL110458	P10275
CHEMBL71595	Q14145
CHEMBL71595	P15559
CHEMBL71595	P08575
CHEMBL334966	P51575
CHEMBL334966	Q9H244
CHEMBL334966	O95342
CHEMBL139367	Q9IGQ6
CHEMBL139367	P03471
CHEMBL139367	A5Z252
CHEMBL139367	P03468
CHEMBL139367	Q8WWR8
CHEMBL139367	B4URF0
CHEMBL139367	Q9Y3R4
CHEMBL139367	P10481
CHEMBL139367	Q9UBN7
CHEMBL139367	P0DTD1
CHEMBL139367	Q9UQ49
CHEMBL139367	P03470
CHEMBL139367	D5F1R0
CHEMBL139367	Q99519
CHEMBL139367	P03474
CHEMBL539423	P26684
CHEMBL539423	P0DTD1
CHEMBL539423	P29089
CHEMBL539423	P25095
CHEMBL539423	P30556
CHEMBL539423	P25101
CHEMBL180022	P24941
CHEMBL180022	Q15375
CHEMBL180022	P08581
CHEMBL180022	O15439
CHEMBL180022	Q9UEW8
CHEMBL180022	P25021
CHEMBL180022	Q9H422
CHEMBL180022	Q13131
CHEMBL180022	Q86XP3
CHEMBL180022	Q92887
CHEMBL180022	P08574
CHEMBL180022	P06241
CHEMBL180022	Q04912
CHEMBL180022	Q9Y5S2
CHEMBL180022	P30556
CHEMBL180022	O00764
CHEMBL180022	Q9P286
CHEMBL180022	O14730
CHEMBL180022	O43683
CHEMBL180022	Q9BXA7
CHEMBL180022	O14920
CHEMBL180022	Q9Y2K2
CHEMBL180022	Q8TD08
CHEMBL180022	P27448
CHEMBL180022	P09769
CHEMBL180022	Q96L34
CHEMBL180022	P20340
CHEMBL180022	Q7Z406
CHEMBL180022	Q9UIK4
CHEMBL180022	Q96D53
CHEMBL180022	Q08345
CHEMBL180022	Q9H0A0
CHEMBL180022	P50750
CHEMBL180022	P08588
CHEMBL180022	Q96RR4
CHEMBL180022	P62826
CHEMBL180022	P33991
CHEMBL180022	P37023
CHEMBL180022	P43403
CHEMBL180022	Q6XUX3
CHEMBL180022	O43318
CHEMBL180022	P0DMS8
CHEMBL180022	O75914
CHEMBL180022	P22830
CHEMBL180022	Q86TW2
CHEMBL180022	P36894
CHEMBL180022	O75385
CHEMBL180022	P42680
CHEMBL180022	Q9NQU5
CHEMBL180022	Q86UX6
CHEMBL180022	Q05655
CHEMBL180022	Q86Z02
CHEMBL180022	O76039
CHEMBL180022	O60331
CHEMBL180022	Q8IYT8
CHEMBL180022	P17612
CHEMBL180022	Q13882
CHEMBL180022	P30530
CHEMBL180022	Q13418
CHEMBL180022	P19784
CHEMBL180022	Q8IU85
CHEMBL180022	P22002
CHEMBL180022	P41240
CHEMBL180022	Q52WX2
CHEMBL180022	Q13555
CHEMBL180022	Q06187
CHEMBL180022	P25098
CHEMBL180022	P45985
CHEMBL180022	Q16513
CHEMBL180022	Q08881
CHEMBL180022	P49336
CHEMBL180022	Q14432
CHEMBL180022	P41968
CHEMBL180022	P51159
CHEMBL180022	O14965
CHEMBL180022	Q9Y6R4
CHEMBL180022	P51957
CHEMBL180022	P26196
CHEMBL180022	P48730
CHEMBL180022	Q8NEV4
CHEMBL180022	Q9Y2H9
CHEMBL180022	O43353
CHEMBL180022	Q6P3R8
CHEMBL180022	P53667
CHEMBL180022	P08631
CHEMBL180022	P53671
CHEMBL180022	Q05513
CHEMBL180022	Q86UE8
CHEMBL180022	Q8IVW4
CHEMBL180022	Q9BRS2
CHEMBL180022	Q9Y616
CHEMBL180022	O75582
CHEMBL180022	P08172
CHEMBL180022	Q15418
CHEMBL180022	P07333
CHEMBL180022	P29323
CHEMBL180022	P78356
CHEMBL180022	Q8WXR4
CHEMBL180022	Q9P289
CHEMBL180022	O00264
CHEMBL180022	Q8NE63
CHEMBL180022	Q86Y07
CHEMBL180022	Q9H4B4
CHEMBL180022	O95382
CHEMBL180022	O14976
CHEMBL180022	Q9HAZ1
CHEMBL180022	Q12852
CHEMBL180022	O15146
CHEMBL180022	P51817
CHEMBL180022	Q08499
CHEMBL180022	Q96S44
CHEMBL180022	O75716
CHEMBL180022	P61026
CHEMBL180022	Q9Y243
CHEMBL180022	P42684
CHEMBL180022	P14616
CHEMBL180022	Q96S53
CHEMBL180022	P42338
CHEMBL180022	O75460
CHEMBL180022	Q8TDR2
CHEMBL180022	Q16659
CHEMBL180022	P49840
CHEMBL180022	Q15831
CHEMBL180022	P43250
CHEMBL180022	O96013
CHEMBL180022	Q12851
CHEMBL180022	P54756
CHEMBL180022	P41595
CHEMBL180022	Q9UQM7
CHEMBL180022	Q8TBX8
CHEMBL180022	Q9UBN7
CHEMBL180022	Q92772
CHEMBL180022	Q8WTQ7
CHEMBL180022	P22234
CHEMBL180022	O15075
CHEMBL180022	Q2M2I8
CHEMBL180022	P54819
CHEMBL180022	Q13554
CHEMBL180022	Q96RG2
CHEMBL180022	O95835
CHEMBL180022	O95819
CHEMBL180022	P10721
CHEMBL180022	Q9UQB9
CHEMBL180022	Q6JQN1
CHEMBL180022	P46734
CHEMBL180022	Q9NYY3
CHEMBL180022	Q96BR1
CHEMBL180022	Q9BZL6
CHEMBL180022	P35372
CHEMBL180022	P13861
CHEMBL180022	P29322
CHEMBL180022	P43405
CHEMBL180022	P21731
CHEMBL180022	Q9P0L2
CHEMBL180022	P41143
CHEMBL180022	Q8N568
CHEMBL180022	P42685
CHEMBL180022	Q16584
CHEMBL180022	Q13233
CHEMBL180022	P08908
CHEMBL180022	Q15392
CHEMBL180022	Q9BWU1
CHEMBL180022	P68400
CHEMBL180022	Q13177
CHEMBL180022	P61075
CHEMBL180022	P49589
CHEMBL180022	Q9BUB5
CHEMBL180022	O00329
CHEMBL180022	O95342
CHEMBL180022	Q9BZE4
CHEMBL180022	P23443
CHEMBL180022	P11802
CHEMBL180022	Q9H2K8
CHEMBL180022	P42285
CHEMBL180022	P08922
CHEMBL180022	Q00535
CHEMBL180022	Q96NX5
CHEMBL180022	P23975
CHEMBL180022	P54762
CHEMBL180022	P0C1S8
CHEMBL180022	Q8N5S9
CHEMBL180022	Q6ZSR9
CHEMBL180022	O14733
CHEMBL180022	Q13237
CHEMBL180022	Q9Y6M4
CHEMBL180022	Q16635
CHEMBL180022	P62344
CHEMBL180022	P31689
CHEMBL180022	Q04759
CHEMBL180022	P43686
CHEMBL180022	Q96Q40
CHEMBL180022	Q9UKI8
CHEMBL180022	Q15835
CHEMBL180022	O14936
CHEMBL180022	Q3MIX3
CHEMBL180022	Q15139
CHEMBL180022	P30518
CHEMBL180022	P53779
CHEMBL180022	P12236
CHEMBL180022	P31751
CHEMBL180022	P50613
CHEMBL180022	P78362
CHEMBL180022	Q9UPZ9
CHEMBL180022	Q96PY6
CHEMBL180022	Q13557
CHEMBL180022	Q92630
CHEMBL180022	O94921
CHEMBL180022	Q13164
CHEMBL180022	P51955
CHEMBL180022	P36897
CHEMBL180022	O75676
CHEMBL180022	P12931
CHEMBL180022	P54764
CHEMBL180022	P11216
CHEMBL180022	P61160
CHEMBL180022	Q07002
CHEMBL180022	O43283
CHEMBL180022	Q9HBH9
CHEMBL180022	P06239
CHEMBL180022	Q15759
CHEMBL180022	Q8TD19
CHEMBL180022	P23458
CHEMBL180022	P32298
CHEMBL180022	P17252
CHEMBL180022	Q14680
CHEMBL180022	Q8TDX7
CHEMBL180022	Q9UBE8
CHEMBL180022	Q8TDC3
CHEMBL180022	Q9Y2U5
CHEMBL180022	P11388
CHEMBL180022	Q02750
CHEMBL180022	P32239
CHEMBL180022	Q8WU08
CHEMBL180022	Q12809
CHEMBL180022	P45984
CHEMBL180022	P57078
CHEMBL180022	P36507
CHEMBL180022	O60313
CHEMBL180022	Q9UGJ0
CHEMBL180022	Q15349
CHEMBL180022	Q15303
CHEMBL180022	P35916
CHEMBL180022	P35354
CHEMBL180022	Q5VT25
CHEMBL180022	Q06418
CHEMBL180022	P57059
CHEMBL180022	O95747
CHEMBL180022	P51617
CHEMBL180022	Q8IY84
CHEMBL180022	Q16816
CHEMBL180022	Q99683
CHEMBL180022	O96017
CHEMBL180022	O43193
CHEMBL180022	P04899
CHEMBL180022	P06493
CHEMBL180022	Q8NFD2
CHEMBL180022	Q9NRM7
CHEMBL180022	O15438
CHEMBL180022	P04049
CHEMBL180022	P07949
CHEMBL180022	P27361
CHEMBL180022	Q00532
CHEMBL180022	P15735
CHEMBL180022	Q59H18
CHEMBL180022	Q02763
CHEMBL180022	Q7KZI7
CHEMBL180022	P11274
CHEMBL180022	P16083
CHEMBL180022	P37173
CHEMBL180022	Q16620
CHEMBL180022	P42336
CHEMBL180022	P0DTD1
CHEMBL180022	P08069
CHEMBL180022	O15264
CHEMBL180022	O15197
CHEMBL180022	P07741
CHEMBL180022	Q76MJ5
CHEMBL180022	P07332
CHEMBL180022	P11229
CHEMBL180022	Q14004
CHEMBL180022	P53350
CHEMBL180022	P42345
CHEMBL180022	Q9Y4K4
CHEMBL180022	P21802
CHEMBL180022	P42681
CHEMBL180022	Q16832
CHEMBL180022	Q5S007
CHEMBL180022	Q92499
CHEMBL180022	O75116
CHEMBL180022	Q9BVS4
CHEMBL180022	Q9UL54
CHEMBL180022	Q9NRH2
CHEMBL180022	Q16539
CHEMBL180022	P18074
CHEMBL180022	P16234
CHEMBL180022	P51956
CHEMBL180022	O00506
CHEMBL180022	Q05397
CHEMBL180022	P49674
CHEMBL180022	P29376
CHEMBL180022	P21709
CHEMBL180022	P41250
CHEMBL180022	Q9UQ88
CHEMBL180022	Q14683
CHEMBL180022	Q709F0
CHEMBL180022	O43293
CHEMBL180022	Q99759
CHEMBL180022	P31152
CHEMBL180022	O00571
CHEMBL180022	P0C264
CHEMBL180022	P28482
CHEMBL180022	Q8N752
CHEMBL180022	O95347
CHEMBL180022	Q9P2K8
CHEMBL180022	P00519
CHEMBL180022	P54760
CHEMBL180022	Q00536
CHEMBL180022	Q8NG66
CHEMBL180022	Q9UBF8
CHEMBL180022	Q9Y2W1
CHEMBL180022	P52333
CHEMBL180022	Q00537
CHEMBL180022	P35367
CHEMBL180022	P14416
CHEMBL180022	O15254
CHEMBL180022	Q13188
CHEMBL180022	P32245
CHEMBL180022	P22455
CHEMBL180022	Q9H773
CHEMBL180022	P27037
CHEMBL180022	P22607
CHEMBL180022	Q13163
CHEMBL180022	P18825
CHEMBL180022	Q01813
CHEMBL180022	Q8IVH8
CHEMBL180022	P49760
CHEMBL180022	Q9C098
CHEMBL180022	P53778
CHEMBL180022	Q9BX84
CHEMBL180022	P80192
CHEMBL180022	P05141
CHEMBL180022	P29320
CHEMBL180022	P49841
CHEMBL180022	P05771
CHEMBL180022	Q32MK0
CHEMBL180022	P49748
CHEMBL180022	Q15067
CHEMBL180022	P25929
CHEMBL180022	P29597
CHEMBL180022	P48729
CHEMBL180022	Q9NY57
CHEMBL180022	P48736
CHEMBL180022	P21554
CHEMBL180022	P22694
CHEMBL180022	Q9HC98
CHEMBL180022	Q14289
CHEMBL180022	Q9ULC5
CHEMBL180022	P00533
CHEMBL180022	Q13470
CHEMBL180022	P54619
CHEMBL180022	Q8NI60
CHEMBL180022	Q8N4C8
CHEMBL180022	P49137
CHEMBL180022	Q15569
CHEMBL180022	Q09013
CHEMBL180022	P35348
CHEMBL180022	P51812
CHEMBL180022	P49761
CHEMBL180022	Q15746
CHEMBL180022	P54646
CHEMBL180022	P04626
CHEMBL180022	O60674
CHEMBL180022	Q13873
CHEMBL180022	P06737
CHEMBL180022	P07550
CHEMBL180022	Q99808
CHEMBL180022	Q12866
CHEMBL180022	Q01959
CHEMBL180022	Q07912
CHEMBL180022	Q9NSD9
CHEMBL180022	O00238
CHEMBL180022	Q86V86
CHEMBL180022	P09619
CHEMBL180022	P10398
CHEMBL180022	P43681
CHEMBL180022	Q13705
CHEMBL180022	Q96GD4
CHEMBL180022	Q9UM73
CHEMBL180022	P35580
CHEMBL180022	P9WI81
CHEMBL180022	Q9UHD2
CHEMBL180022	P36888
CHEMBL180022	P15056
CHEMBL180022	O14578
CHEMBL180022	P51813
CHEMBL180022	P07947
CHEMBL180022	O60885
CHEMBL180022	Q00526
CHEMBL180022	P78368
CHEMBL180022	Q99755
CHEMBL180022	P35590
CHEMBL180022	Q9UPE1
CHEMBL180022	P11309
CHEMBL180022	P04629
CHEMBL180022	Q6ZN16
CHEMBL180022	P51451
CHEMBL180022	O00750
CHEMBL180022	Q13546
CHEMBL180022	Q86YV6
CHEMBL180022	P30291
CHEMBL180022	O14757
CHEMBL180022	Q5HYI8
CHEMBL180022	Q9UK32
CHEMBL180022	Q99640
CHEMBL180022	P54577
CHEMBL180022	P31645
CHEMBL180022	P31749
CHEMBL180022	Q16288
CHEMBL180022	Q00534
CHEMBL180022	Q9NSY1
CHEMBL180022	P41743
CHEMBL180022	P52564
CHEMBL180022	Q56UN5
CHEMBL180022	P20794
CHEMBL180022	Q02156
CHEMBL180022	Q9UF33
CHEMBL180022	Q02779
CHEMBL180022	P29317
CHEMBL180022	Q9NTK5
CHEMBL180022	Q9UHD8
CHEMBL180022	Q15208
CHEMBL180022	Q14012
CHEMBL180022	Q6PHR2
CHEMBL180022	Q9NRP7
CHEMBL180022	Q7L7X3
CHEMBL180022	Q9H1R3
CHEMBL180022	P49759
CHEMBL180022	Q96SB4
CHEMBL180022	Q7RTN6
CHEMBL180022	P55201
CHEMBL180022	Q9H093
CHEMBL180022	P36896
CHEMBL180022	P35968
CHEMBL180022	Q04771
CHEMBL180022	P42679
CHEMBL180022	Q9H2G2
CHEMBL180022	Q58FF8
CHEMBL180022	P21127
CHEMBL180022	Q92847
CHEMBL180022	P53355
CHEMBL180022	Q9NYV4
CHEMBL180022	Q9UKE5
CHEMBL180022	Q8IW41
CHEMBL180022	Q9P0J0
CHEMBL180022	P24723
CHEMBL180022	Q14164
CHEMBL180022	Q13153
CHEMBL180022	P17948
CHEMBL180022	O75747
CHEMBL180022	P28223
CHEMBL180022	Q9HCP0
CHEMBL180022	P27707
CHEMBL180022	P21860
CHEMBL180022	O94768
CHEMBL180022	P46937
CHEMBL180022	Q9H3Y6
CHEMBL180022	Q9Y2H1
CHEMBL180022	Q9Y6E0
CHEMBL180022	O94806
CHEMBL180022	Q92918
CHEMBL180022	P19525
CHEMBL180022	O15164
CHEMBL180022	Q8IWQ3
CHEMBL180022	Q13976
CHEMBL180022	O15111
CHEMBL180022	Q6DT37
CHEMBL180022	Q9UEE5
CHEMBL180022	Q63921
CHEMBL180022	P11362
CHEMBL180022	Q9NWZ3
CHEMBL180022	O75643
CHEMBL180022	P07948
CHEMBL180022	P06213
CHEMBL180022	P16591
CHEMBL180022	Q9H2X6
CHEMBL180022	Q9P1W9
CHEMBL180022	Q13464
CHEMBL180022	P21397
CHEMBL180022	Q16566
CHEMBL180022	O60285
CHEMBL180022	P49411
CHEMBL180022	Q9Y463
CHEMBL180022	Q02880
CHEMBL180022	Q9NYL2
CHEMBL180022	P55263
CHEMBL180022	P29274
CHEMBL180022	P21728
CHEMBL180022	P54753
CHEMBL180022	Q16512
CHEMBL180022	Q13043
CHEMBL180022	Q9BQI3
CHEMBL180022	O94804
CHEMBL180022	O15530
CHEMBL180022	Q13627
CHEMBL180022	P45983
CHEMBL180022	P33981
CHEMBL180022	Q9Y572
CHEMBL180022	Q9NU22
CHEMBL180022	Q9BYT3
CHEMBL180022	Q13523
CHEMBL180022	Q9H0K1
CHEMBL180022	O00444
CHEMBL180022	P57058
CHEMBL361497	Q71U36
CHEMBL361497	P24941
CHEMBL361497	P11229
CHEMBL361497	P47811
CHEMBL361497	O15439
CHEMBL361497	P25021
CHEMBL361497	Q3ZCM7
CHEMBL361497	Q92887
CHEMBL361497	O60885
CHEMBL361497	P30556
CHEMBL361497	Q60680
CHEMBL361497	P25101
CHEMBL361497	P41145
CHEMBL361497	P30542
CHEMBL361497	P19838
CHEMBL361497	P35372
CHEMBL361497	P32238
CHEMBL361497	O75469
CHEMBL361497	Q9WUI1
CHEMBL361497	P21731
CHEMBL361497	P20309
CHEMBL361497	P41143
CHEMBL361497	P07437
CHEMBL361497	P31645
CHEMBL361497	P08908
CHEMBL361497	P68371
CHEMBL361497	P08588
CHEMBL361497	Q13509
CHEMBL361497	P30411
CHEMBL361497	P35462
CHEMBL361497	P11387
CHEMBL361497	O95342
CHEMBL361497	P0DMS8
CHEMBL361497	P46098
CHEMBL361497	P23975
CHEMBL361497	P28482
CHEMBL361497	P00519
CHEMBL361497	P05227
CHEMBL361497	P35439
CHEMBL361497	P55201
CHEMBL361497	Q6PEY2
CHEMBL361497	P08913
CHEMBL361497	O88351
CHEMBL361497	P30518
CHEMBL361497	Q92847
CHEMBL361497	O08911
CHEMBL361497	P22002
CHEMBL361497	Q9BVA1
CHEMBL361497	P35367
CHEMBL361497	P14416
CHEMBL361497	P03372
CHEMBL361497	Q04206
CHEMBL361497	Q14432
CHEMBL361497	P41968
CHEMBL361497	O14965
CHEMBL361497	P06401
CHEMBL361497	P62813
CHEMBL361497	P48730
CHEMBL361497	P22607
CHEMBL361497	Q13885
CHEMBL361497	P18825
CHEMBL361497	O42275
CHEMBL361497	P28223
CHEMBL361497	P68363
CHEMBL361497	P18089
CHEMBL361497	Q00653
CHEMBL361497	P68366
CHEMBL361497	P49841
CHEMBL361497	P25929
CHEMBL361497	O15164
CHEMBL361497	Q9BQE3
CHEMBL361497	P32239
CHEMBL361497	Q9H4B7
CHEMBL361497	P08172
CHEMBL361497	Q12809
CHEMBL361497	P15207
CHEMBL361497	P21554
CHEMBL361497	Q63921
CHEMBL361497	P35354
CHEMBL361497	P35348
CHEMBL361497	O43193
CHEMBL361497	P0DPH7
CHEMBL361497	Q08499
CHEMBL361497	O15438
CHEMBL361497	P37288
CHEMBL361497	P21397
CHEMBL361497	P07550
CHEMBL361497	Q9Y5N1
CHEMBL361497	Q99808
CHEMBL361497	P04150
CHEMBL361497	Q01959
CHEMBL361497	P29274
CHEMBL361497	P81908
CHEMBL361497	P04350
CHEMBL361497	P21728
CHEMBL361497	Q9BUF5
CHEMBL361497	P41595
CHEMBL361497	P43681
CHEMBL361497	P28335
CHEMBL361497	Q9Z1B7
CHEMBL361497	Q9UBN7
CHEMBL361497	P0DTD1
CHEMBL435298	P49768
CHEMBL435298	Q63921
CHEMBL435298	Q9NZ42
CHEMBL435298	Q13148
CHEMBL435298	P35354
CHEMBL435298	Q8WW43
CHEMBL435298	P23219
CHEMBL435298	Q9UBN7
CHEMBL435298	Q96BI3
CHEMBL435298	Q92542
CHEMBL435298	P0DTD1
CHEMBL435298	P49810
CHEMBL435298	Q05769
CHEMBL435298	P22437
CHEMBL435298	P25024
CHEMBL435298	P25025
CHEMBL190461	P11712
CHEMBL190461	P11229
CHEMBL190461	Q8R455
CHEMBL190461	P50406
CHEMBL190461	P02768
CHEMBL190461	P25021
CHEMBL190461	Q6RI86
CHEMBL190461	P14867
CHEMBL190461	P30556
CHEMBL190461	P25101
CHEMBL190461	P41145
CHEMBL190461	Q9H3N8
CHEMBL190461	P30542
CHEMBL190461	P35372
CHEMBL190461	P34969
CHEMBL190461	Q5BJF2
CHEMBL190461	P32238
CHEMBL190461	O75469
CHEMBL190461	P21731
CHEMBL190461	P08683
CHEMBL190461	P20309
CHEMBL190461	Q9Y2T6
CHEMBL190461	P41143
CHEMBL190461	P31645
CHEMBL190461	P00338
CHEMBL190461	P08908
CHEMBL190461	P24462
CHEMBL190461	P08588
CHEMBL190461	P47898
CHEMBL190461	Q64459
CHEMBL190461	Q99572
CHEMBL190461	P35462
CHEMBL190461	P13945
CHEMBL190461	Q7Z2W7
CHEMBL190461	O95342
CHEMBL190461	P14842
CHEMBL190461	P0DMS8
CHEMBL190461	P25100
CHEMBL190461	P46098
CHEMBL190461	P29466
CHEMBL190461	P23975
CHEMBL190461	P05177
CHEMBL190461	O08914
CHEMBL190461	P37231
CHEMBL190461	P08684
CHEMBL190461	P21917
CHEMBL190461	P11509
CHEMBL190461	P20813
CHEMBL190461	P35968
CHEMBL190461	P08173
CHEMBL190461	P08913
CHEMBL190461	Q92847
CHEMBL190461	Q4QYD9
CHEMBL190461	P22002
CHEMBL190461	P35367
CHEMBL190461	P14416
CHEMBL190461	P03372
CHEMBL190461	Q9WUD2
CHEMBL190461	Q14432
CHEMBL190461	P41968
CHEMBL190461	Q99720
CHEMBL190461	Q14524
CHEMBL190461	P06401
CHEMBL190461	P20815
CHEMBL190461	P62813
CHEMBL190461	P34972
CHEMBL190461	P18825
CHEMBL190461	O42275
CHEMBL190461	P07195
CHEMBL190461	Q16678
CHEMBL190461	P28223
CHEMBL190461	P28566
CHEMBL190461	P18089
CHEMBL190461	P11715
CHEMBL190461	Q9Y4D2
CHEMBL190461	P20272
CHEMBL190461	P28221
CHEMBL190461	Q9ERZ8
CHEMBL190461	P35368
CHEMBL190461	P08172
CHEMBL190461	P47936
CHEMBL190461	Q96P20
